INFO:root:35;flag;95.10116577148438,120.56132507324219,129.21444702148438,155.67303466796875;0.82;426,240
INFO:root:35;flag;253.93592834472656,125.63671112060547,285.5531005859375,162.24609375;0.82;426,240
INFO:root:40;flag;253.76951599121094,125.3871078491211,285.7195129394531,161.99647521972656;0.82;426,240
INFO:root:40;flag;95.18437194824219,120.47811889648438,129.46405029296875,155.75624084472656;0.82;426,240
INFO:root:45;flag;253.93592834472656,125.22069549560547,285.88592529296875,161.99647521972656;0.82;426,240
INFO:root:45;flag;95.18437194824219,120.56132507324219,129.46405029296875,155.67303466796875;0.82;426,240
INFO:root:50;flag;254.26873779296875,124.9710922241211,286.21875,161.91326904296875;0.82;426,240
INFO:root:50;flag;95.18437194824219,120.14530944824219,129.796875,155.0906219482422;0.81;426,240
INFO:root:55;flag;254.26873779296875,124.80467987060547,286.21875,161.7468719482422;0.82;426,240
INFO:root:55;flag;95.18437194824219,120.14530944824219,129.796875,155.0906219482422;0.81;426,240
INFO:root:60;flag;254.26873779296875,123.7230453491211,286.5515441894531,161.99647521972656;0.82;426,240
INFO:root:60;flag;95.35077667236328,119.81249237060547,130.29608154296875,155.0906219482422;0.81;426,240
INFO:root:65;flag;254.60154724121094,123.7230453491211,287.2171630859375,161.66366577148438;0.82;426,240
INFO:root:65;flag;95.51718139648438,119.1468734741211,130.46249389648438,155.0906219482422;0.81;426,240
INFO:root:70;flag;254.60154724121094,123.97264862060547,287.2171630859375,161.58045959472656;0.82;426,240
INFO:root:70;flag;95.8499984741211,119.06366729736328,130.79530334472656,155.00741577148438;0.81;426,240
INFO:root:75;flag;254.60154724121094,123.97264862060547,287.2171630859375,161.58045959472656;0.82;426,240
INFO:root:75;flag;95.93319702148438,118.81405639648438,130.87850952148438,154.92420959472656;0.81;426,240
INFO:root:80;flag;254.60154724121094,123.80624389648438,287.54998779296875,161.24765014648438;0.82;426,240
INFO:root:80;flag;96.01640319824219,118.48124694824219,131.12811279296875,154.92420959472656;0.82;426,240
INFO:root:80;flag;304.5234375,51.752342224121094,327.48748779296875,105.66796875;0.57;426,240
INFO:root:85;flag;254.60154724121094,124.22225952148438,287.54998779296875,161.3308563232422;0.82;426,240
INFO:root:85;flag;95.93319702148438,118.48124694824219,131.044921875,154.92420959472656;0.81;426,240
INFO:root:85;flag;305.1890563964844,51.25312423706055,327.48748779296875,105.50155639648438;0.72;426,240
INFO:root:90;flag;254.60154724121094,123.22382354736328,287.8828125,160.998046875;0.82;426,240
INFO:root:90;flag;96.099609375,118.48124694824219,131.3777313232422,154.7578125;0.81;426,240
INFO:root:90;flag;305.1890563964844,50.62910079956055,327.1546630859375,105.50155639648438;0.31;426,240
INFO:root:95;flag;254.60154724121094,123.39022827148438,287.8828125,161.49725341796875;0.82;426,240
INFO:root:95;flag;96.43241882324219,118.3148422241211,131.54412841796875,154.59140014648438;0.82;426,240
INFO:root:95;flag;306.1875,50.504295349121094,326.4890441894531,103.3382797241211;0.7;426,240
INFO:root:100;flag;254.60154724121094,123.14061737060547,287.8828125,161.08123779296875;0.82;426,240
INFO:root:100;flag;96.18280792236328,118.48124694824219,131.4609375,154.42498779296875;0.81;426,240
INFO:root:100;flag;306.1875,50.088279724121094,326.15625,101.34140014648438;0.49;426,240
INFO:root:105;flag;254.60154724121094,123.14061737060547,287.54998779296875,161.24765014648438;0.82;426,240
INFO:root:105;flag;96.34921264648438,118.3148422241211,131.29452514648438,154.42498779296875;0.81;426,240
INFO:root:110;flag;254.60154724121094,122.4749984741211,287.54998779296875,161.24765014648438;0.82;426,240
INFO:root:110;flag;96.01640319824219,118.48124694824219,130.9617156982422,154.42498779296875;0.81;426,240
INFO:root:115;flag;254.26873779296875,122.55819702148438,287.54998779296875,161.16444396972656;0.82;426,240
INFO:root:115;flag;95.18437194824219,118.48124694824219,130.79530334472656,154.42498779296875;0.81;426,240
