INFO:root:280;china;1047.449951171875,2.236724853515625,1279.859619140625,473.5220642089844;0.45;1280,720
INFO:root:305;china;415.5697021484375,289.3065185546875,840.776611328125,602.3681640625;0.8;1280,720
INFO:root:305;vietnam;622.065673828125,549.3792724609375,738.306396484375,705.8724365234375;0.72;1280,720
INFO:root:310;china;385.377685546875,286.41595458984375,853.3702392578125,621.34228515625;0.81;1280,720
INFO:root:310;vietnam;618.186279296875,567.866943359375,739.93310546875,717.870849609375;0.75;1280,720
INFO:root:315;china;347.82843017578125,257.25189208984375,894.4984741210938,664.7029418945312;0.74;1280,720
INFO:root:315;vietnam;604.6458740234375,596.0189208984375,763.2396240234375,720.0;0.6;1280,720
INFO:root:320;china;304.0705871582031,231.36468505859375,924.07373046875,685.13427734375;0.72;1280,720
INFO:root:320;vietnam;598.758056640625,617.146728515625,758.11767578125,718.1483154296875;0.48;1280,720
INFO:root:325;china;305.8787841796875,229.32452392578125,931.736572265625,697.262451171875;0.73;1280,720
INFO:root:325;vietnam;601.15869140625,622.8016357421875,766.9276123046875,719.2686767578125;0.45;1280,720
INFO:root:330;china;292.55401611328125,215.66192626953125,933.7202758789062,702.4608154296875;0.74;1280,720
INFO:root:330;vietnam;603.615966796875,631.814453125,777.720458984375,718.4935302734375;0.58;1280,720
INFO:root:335;china;364.4539794921875,208.23443603515625,1009.1939697265625,688.0743408203125;0.73;1280,720
INFO:root:335;vietnam;703.0911865234375,614.8457641601562,883.3466796875,718.9683227539062;0.55;1280,720
INFO:root:340;china;362.28125,217.1589813232422,1015.720703125,688.7637329101562;0.71;1280,720
INFO:root:340;vietnam;710.754150390625,614.4716796875,903.490234375,718.727294921875;0.61;1280,720
INFO:root:345;china;363.66552734375,209.08265686035156,1009.5201416015625,684.20556640625;0.77;1280,720
INFO:root:345;vietnam;700.483642578125,613.2376708984375,893.77099609375,718.8831787109375;0.61;1280,720
INFO:root:350;china;363.091552734375,207.685791015625,1008.2584228515625,682.7728271484375;0.75;1280,720
INFO:root:350;vietnam;702.6112670898438,613.8416137695312,885.6930541992188,718.7523803710938;0.59;1280,720
INFO:root:355;china;360.16473388671875,206.43914794921875,1006.1726684570312,687.9141845703125;0.75;1280,720
